Aggr started. input=D:\tree-KG\TreeKG-main\src\output\02_hidden_kg\conv_entities.json, output=D:\tree-KG\TreeKG-main\src\output\02_hidden_kg\aggr_entities.json, log=D:\tree-KG\TreeKG-main\src\output\02_hidden_kg\logs\aggr.log
===== [Stage 1] 角色判定（并发=10）=====
[role] 阴阳五行学说 -> core | ok=True attempts=1 fallback=False
[role] 麻木 -> core | ok=True attempts=1 fallback=False
[role] 猝倒 -> non-core | ok=True attempts=1 fallback=False
[role] 阴液枯竭 -> core | ok=True attempts=1 fallback=False
[role] 四肢抽搐 -> non-core | ok=True attempts=1 fallback=False
[role] 手足蠕动 -> non-core | ok=True attempts=1 fallback=False
[role] 温煦气化功能 -> non-core | ok=True attempts=1 fallback=False
[role] 筋肉跳动 -> non-core | ok=True attempts=1 fallback=False
[role] 虚寒内生 -> core | ok=True attempts=1 fallback=False
[role] 人体阳气之根本 -> core | ok=True attempts=1 fallback=False
[role] 寒从中生 -> core | ok=True attempts=1 fallback=False
[role] 脾肾阳气虚衰 -> non-core | ok=True attempts=1 fallback=False
[role] 皮肤瘙痒 -> non-core | ok=True attempts=1 fallback=False
[role] 阳气虚衰 -> core | ok=True attempts=1 fallback=False
[role] 外感寒邪 -> non-core | ok=True attempts=1 fallback=False
[role] 水湿痰饮内生蓄积 -> core | ok=True attempts=1 fallback=False
[role] 内寒 -> core | ok=True attempts=1 fallback=False
[role] 诸寒收引，皆属于肾 -> non-core | ok=True attempts=1 fallback=False
[role] 湿浊内生 -> core | ok=True attempts=1 fallback=False
[role] 津液输布与排泄障碍 -> core | ok=True attempts=1 fallback=False
[role] 脾主运化水液 -> core | ok=True attempts=1 fallback=False
[role] 津液不布 -> non-core | ok=True attempts=1 fallback=False
[role] 湿困日久 -> non-core | ok=True attempts=1 fallback=False
[role] 肾阳温煦脾运 -> non-core | ok=True attempts=1 fallback=False
[role] 湿性重浊黏滞 -> core | ok=True attempts=1 fallback=False
[role] 宣降失常 -> core | ok=True attempts=1 fallback=False
[role] 湿阻于肺 -> non-core | ok=True attempts=1 fallback=False
[role] 肌表筋骨 -> non-core | ok=True attempts=1 fallback=False
[role] 脾虚湿困 -> core | ok=True attempts=1 fallback=False
[role] 湿阻中焦 -> core | ok=True attempts=1 fallback=False
[role] 脾肾阳气 -> core | ok=True attempts=1 fallback=False
[role] 内湿 -> core | ok=True attempts=1 fallback=False
[role] 脏腑失调 -> core | ok=True attempts=1 fallback=False
[role] 邪不太盛 -> non-core | ok=True attempts=1 fallback=False
[role] 阳虚湿盛 -> core | ok=True attempts=1 fallback=False
[role] 虚实病理状态 -> core | ok=True attempts=1 fallback=False
[role] 正气未衰 -> non-core | ok=True attempts=1 fallback=False
[role] 真实假虚 -> core | ok=True attempts=1 fallback=False
[role] 虚中夹实 -> core | ok=True attempts=1 fallback=False
[role] 邪气亢盛 -> core | ok=True attempts=1 fallback=False
[role] 实中夹虚 -> core | ok=True attempts=1 fallback=False
[role] 邪正盛衰 -> core | ok=True attempts=1 fallback=False
[role] 因虚致实 -> core | ok=True attempts=1 fallback=False
[role] 由实转虚 -> core | ok=True attempts=1 fallback=False
[role] 真虚假实 -> non-core | ok=True attempts=1 fallback=False
[role] 邪正双方消长盛衰 -> core | ok=True attempts=1 fallback=False
[role] 外感热病 -> core | ok=True attempts=1 fallback=False
[role] 阳气虚损 -> core | ok=True attempts=1 fallback=False
[role] 精气夺则虚 -> core | ok=True attempts=1 fallback=False
[role] 慢性咳喘 -> core | ok=True attempts=1 fallback=False
[role] 阳气生化不足 -> non-core | ok=True attempts=1 fallback=False
[role] 阴阳互根互用关系失常 -> core | ok=True attempts=1 fallback=False
[role] 寒湿困脾 -> core | ok=True attempts=1 fallback=False
[role] 阳虚症状 -> core | ok=True attempts=1 fallback=False
[role] 阴液亏损 -> core | ok=True attempts=1 fallback=False
[role] 阴虚为本 -> core | ok=True attempts=1 fallback=False
[role] 脾肾两虚水肿 -> non-core | ok=True attempts=1 fallback=False
[role] 肝肾阳气 -> core | ok=True attempts=1 fallback=False
[role] 阴液亏耗 -> non-core | ok=True attempts=1 fallback=False
[role] 阳不摄阴 -> non-core | ok=True attempts=1 fallback=False
[role] 寒痹筋骨 -> non-core | ok=True attempts=1 fallback=False
[role] 阳虚为本 -> core | ok=True attempts=1 fallback=False
[role] 阳气亏损 -> core | ok=True attempts=1 fallback=False
[role] 阴液生成减少 -> non-core | ok=True attempts=1 fallback=False
[role] 久病耗竭 -> non-core | ok=True attempts=1 fallback=False
[role] 热邪煎灼 -> non-core | ok=True attempts=1 fallback=False
[role] 渴喜热饮 -> non-core | ok=True attempts=1 fallback=False
[role] 热深厥亦深 -> core | ok=True attempts=1 fallback=False
[role] 吐泻失血 -> non-core | ok=True attempts=1 fallback=False
[role] 邪盛正衰 -> core | ok=True attempts=1 fallback=False
[role] 阴虚症状 -> core | ok=True attempts=1 fallback=False
[role] 汗吐下法过度 -> non-core | ok=True attempts=1 fallback=False
[role] 血的失常 -> core | ok=True attempts=1 fallback=False
[role] 肾脏阴阳失调 -> core | ok=True attempts=1 fallback=False
[role] 全身阴阳根本 -> core | ok=True attempts=1 fallback=False
[role] 运行失常 -> core | ok=True attempts=1 fallback=False
[role] 津液失常 -> core | ok=True attempts=1 fallback=False
[role] 阳虚过劳 -> non-core | ok=True attempts=1 fallback=False
[role] 气血津液关系失调 -> core | ok=True attempts=1 fallback=False
[role] 内生五邪 -> core | ok=True attempts=1 fallback=False
[role] 津伤化燥 -> core | ok=True attempts=1 fallback=False
[role] 输布排泄障碍 -> core | ok=True attempts=1 fallback=False
[role] 两目 -> core | ok=True attempts=1 fallback=False
[role] 望神 -> core | ok=True attempts=1 fallback=False
[role] 火热内生 -> core | ok=True attempts=1 fallback=False
[role] 基本病机 -> core | ok=True attempts=1 fallback=False
[role] 五脏六腑精气 -> core | ok=True attempts=1 fallback=False
[role] 神情 -> core | ok=True attempts=1 fallback=False
[role] 得神 -> core | ok=True attempts=1 fallback=False
[role] 气色 -> core | ok=True attempts=1 fallback=False
[role] 体态 -> core | ok=True attempts=1 fallback=False
[role] 失神 -> core | ok=True attempts=1 fallback=False
[role] 望目 -> core | ok=True attempts=1 fallback=False
[role] 精亏神衰 -> non-core | ok=True attempts=1 fallback=False
[role] 神乱 -> core | ok=True attempts=1 fallback=False
[role] 少神 -> core | ok=True attempts=1 fallback=False
[role] 癫 -> non-core | ok=True attempts=1 fallback=False
[role] 邪盛神乱 -> non-core | ok=True attempts=1 fallback=False
[role] 肝风夹痰 -> non-core | ok=True attempts=1 fallback=False
[role] 狂 -> core | ok=True attempts=1 fallback=False
[role] 假神 -> core | ok=True attempts=1 fallback=False
[role] 痫 -> non-core | ok=True attempts=1 fallback=False
[role] 皮肤薄嫩 -> non-core | ok=True attempts=1 fallback=False
[role] 虚阳外越 -> core | ok=True attempts=1 fallback=False
[role] 面部血脉丰富 -> non-core | ok=True attempts=1 fallback=False
[role] 痰气郁结 -> non-core | ok=True attempts=1 fallback=False
[role] 色 -> core | ok=True attempts=1 fallback=False
[role] 面部色泽 -> core | ok=True attempts=1 fallback=False
[role] 面色晦暗枯槁 -> non-core | ok=True attempts=1 fallback=False
[role] 脏腑气血 -> core | ok=True attempts=1 fallback=False
[role] 泽 -> core | ok=True attempts=1 fallback=False
[role] 常色 -> core | ok=True attempts=1 fallback=False
[role] 面色荣润光泽 -> non-core | ok=True attempts=1 fallback=False
[role] 主色 -> core | ok=True attempts=1 fallback=False
[role] 客色 -> non-core | ok=True attempts=1 fallback=False
[role] 脏腑精气 -> core | ok=True attempts=1 fallback=False
[role] 明润 -> non-core | ok=True attempts=1 fallback=False
[role] 恶色 -> core | ok=True attempts=1 fallback=False
[role] 红黄隐隐 -> non-core | ok=True attempts=1 fallback=False
[role] 善色 -> non-core | ok=True attempts=1 fallback=False
[role] 含蓄 -> non-core | ok=True attempts=1 fallback=False
[role] 气血津液充足 -> non-core | ok=True attempts=1 fallback=False
[role] 浮光暴露 -> non-core | ok=True attempts=1 fallback=False
[role] 胃气充足 -> non-core | ok=True attempts=1 fallback=False
[role] 邪气内阻 -> non-core | ok=True attempts=1 fallback=False
[role] 脏腑和调 -> core | ok=True attempts=1 fallback=False
[role] 精血充盈 -> non-core | ok=True attempts=1 fallback=False
[role] 精气内藏 -> non-core | ok=True attempts=1 fallback=False
[role] 脏腑功能失常 -> core | ok=True attempts=1 fallback=False
[role] 脏腑功能正常 -> non-core | ok=True attempts=1 fallback=False
[role] 晦暗枯槁 -> non-core | ok=True attempts=1 fallback=False
[role] 气血阴阳失调 -> core | ok=True attempts=1 fallback=False
[role] 脏腑精气未衰 -> non-core | ok=True attempts=1 fallback=False
[role] 胃气尚存 -> non-core | ok=True attempts=1 fallback=False
[role] 重病 -> non-core | ok=True attempts=1 fallback=False
[role] 精气已衰 -> non-core | ok=True attempts=1 fallback=False
[role] 轻病 -> non-core | ok=True attempts=1 fallback=False
[role] 胃气不能上荣 -> non-core | ok=True attempts=1 fallback=False
[role] 新病 -> non-core | ok=True attempts=1 fallback=False
[role] 久病 -> non-core | ok=True attempts=1 fallback=False
[role] 左颊属肝 -> non-core | ok=True attempts=1 fallback=False
[role] 藏象理论 -> core | ok=True attempts=1 fallback=False
[role] 分部色诊 -> non-core | ok=True attempts=1 fallback=False
[role] 春青 -> non-core | ok=True attempts=1 fallback=False
[role] 夏赤 -> non-core | ok=True attempts=1 fallback=False
[role] 《素问·刺热》 -> core | ok=True attempts=1 fallback=False
[role] 《灵枢·五色》 -> core | ok=True attempts=1 fallback=False
[role] 右颊属肺 -> non-core | ok=True attempts=1 fallback=False
[role] 面部望诊 -> core | ok=True attempts=1 fallback=False
[role] 额属心 -> non-core | ok=True attempts=1 fallback=False
[role] 颏属肾 -> non-core | ok=True attempts=1 fallback=False
[role] 黄 -> non-core | ok=True attempts=1 fallback=False
[role] 赤 -> non-core | ok=True attempts=1 fallback=False
[role] 鼻属脾 -> non-core | ok=True attempts=1 fallback=False
[role] 白 -> non-core | ok=True attempts=1 fallback=False
[role] 青 -> core | ok=True attempts=1 fallback=False
[role] 痛证 -> core | ok=True attempts=1 fallback=False
[role] 黑 -> core | ok=True attempts=1 fallback=False
[role] 湿证 -> core | ok=True attempts=1 fallback=False
[role] 惊风 -> core | ok=True attempts=1 fallback=False
[role] 水饮 -> non-core | ok=True attempts=1 fallback=False
[role] 脱血 -> non-core | ok=True attempts=1 fallback=False
[role] 戴阳证 -> core | ok=True attempts=1 fallback=False
[role] 肾虚 -> core | ok=True attempts=1 fallback=False
[role] 夺气 -> non-core | ok=True attempts=1 fallback=False
[role] 脉络瘀阻 -> core | ok=True attempts=1 fallback=False
[role] 瘀血内阻 -> core | ok=True attempts=1 fallback=False
[role] 午后两颧潮红 -> non-core | ok=True attempts=1 fallback=False
[role] 满面通红 -> non-core | ok=True attempts=1 fallback=False
[role] 面色萎黄 -> non-core | ok=True attempts=1 fallback=False
[role] 寒凝气滞 -> core | ok=True attempts=1 fallback=False
[role] 颧红如妆 -> non-core | ok=True attempts=1 fallback=False
[role] 黄胖 -> non-core | ok=True attempts=1 fallback=False
[role] 虚阳浮越 -> core | ok=True attempts=1 fallback=False
[role] 脾胃气虚 -> core | ok=True attempts=1 fallback=False
[role] 阴黄 -> core | ok=True attempts=1 fallback=False
[role] 阳黄 -> core | ok=True attempts=1 fallback=False
[role] 黑而干焦 -> non-core | ok=True attempts=1 fallback=False
[role] 阴寒内盛 -> non-core | ok=True attempts=1 fallback=False
[role] 面黑暗淡 -> non-core | ok=True attempts=1 fallback=False
[role] 面色淡白无华 -> non-core | ok=True attempts=1 fallback=False
[role] 苍白 -> non-core | ok=True attempts=1 fallback=False
[role] 湿热熏蒸 -> core | ok=True attempts=1 fallback=False
[role] 寒湿郁阻 -> core | ok=True attempts=1 fallback=False
[role] 肾阴虚 -> core | ok=True attempts=1 fallback=False
[role] 眼眶发黑 -> non-core | ok=True attempts=1 fallback=False
[role] 望形体 -> core | ok=True attempts=1 fallback=False
[role] 体强 -> core | ok=True attempts=1 fallback=False
[role] 体弱 -> non-core | ok=True attempts=1 fallback=False
[role] 脾虚水泛 -> non-core | ok=True attempts=1 fallback=False
[role] 阳气暴脱 -> non-core | ok=True attempts=1 fallback=False
[role] 形盛有余 -> non-core | ok=True attempts=1 fallback=False
[role] 形盛气虚 -> core | ok=True attempts=1 fallback=False
[role] 阴血不足 -> non-core | ok=True attempts=1 fallback=False
[role] 虚火 -> core | ok=True attempts=1 fallback=False
[role] 肺痨 -> non-core | ok=True attempts=1 fallback=False
[role] 鸡胸 -> non-core | ok=True attempts=1 fallback=False
[role] 先天禀赋不足 -> non-core | ok=True attempts=1 fallback=False
[role] 龟背 -> non-core | ok=True attempts=1 fallback=False
[role] 无神危候 -> non-core | ok=True attempts=1 fallback=False
[role] 后天失养 -> non-core | ok=True attempts=1 fallback=False
[role] 睑面唇指颤动 -> non-core | ok=True attempts=1 fallback=False
[role] 肥人多痰 -> core | ok=True attempts=1 fallback=False
[role] 异常姿态 -> core | ok=True attempts=1 fallback=False
[role] 热盛动风 -> non-core | ok=True attempts=1 fallback=False
[role] 痉病 -> core | ok=True attempts=1 fallback=False
[role] 血虚阴亏 -> core | ok=True attempts=1 fallback=False
[role] 坐而喜伏 -> non-core | ok=True attempts=1 fallback=False
[role] 肝风内动 -> core | ok=True attempts=1 fallback=False
[role] 肺实气逆 -> non-core | ok=True attempts=1 fallback=False
[role] 望姿态诊病方法 -> core | ok=True attempts=1 fallback=False
[role] 经脉失养 -> non-core | ok=True attempts=1 fallback=False
[role] 但坐不得卧 -> non-core | ok=True attempts=1 fallback=False
[role] 肺虚少气 -> non-core | ok=True attempts=1 fallback=False
[role] 咳喘肺胀 -> non-core | ok=True attempts=1 fallback=False
[role] 坐卧不安 -> non-core | ok=True attempts=1 fallback=False
[role] 水饮停聚 -> core | ok=True attempts=1 fallback=False
[role] 喜仰 -> non-core | ok=True attempts=1 fallback=False
[role] 脏腑衰惫姿态 -> non-core | ok=True attempts=1 fallback=False
[role] 精气神明衰惫 -> non-core | ok=True attempts=1 fallback=False
[role] 手护抚痛处 -> non-core | ok=True attempts=1 fallback=False
[role] 头部低垂 -> non-core | ok=True attempts=1 fallback=False
[role] 心肺宗气衰惫 -> non-core | ok=True attempts=1 fallback=False
[role] 肾衰惫 -> non-core | ok=True attempts=1 fallback=False
[role] 两目深陷 -> non-core | ok=True attempts=1 fallback=False
[role] 两肩下垂 -> non-core | ok=True attempts=1 fallback=False
[role] 筋衰惫 -> non-core | ok=True attempts=1 fallback=False
[role] 膝屈伸不利 -> non-core | ok=True attempts=1 fallback=False
[role] 腰酸软活动不利 -> non-core | ok=True attempts=1 fallback=False
[role] 后背弯曲 -> non-core | ok=True attempts=1 fallback=False
[role] 行则振摇 -> non-core | ok=True attempts=1 fallback=False
[role] 行则扶物 -> non-core | ok=True attempts=1 fallback=False
[role] 不能久立 -> non-core | ok=True attempts=1 fallback=False
[role] 骨衰惫 -> non-core | ok=True attempts=1 fallback=False
[role] 头围 -> core | ok=True attempts=1 fallback=False
[role] 囟门 -> core | ok=True attempts=1 fallback=False
[role] 佝偻病 -> non-core | ok=True attempts=1 fallback=False
[role] 后囟 -> non-core | ok=True attempts=1 fallback=False
[role] 头形异常 -> core | ok=True attempts=1 fallback=False
[role] 方颅畸形 -> non-core | ok=True attempts=1 fallback=False
[role] 囟填 -> non-core | ok=True attempts=1 fallback=False
[role] 囟陷 -> non-core | ok=True attempts=1 fallback=False
[role] 前囟 -> non-core | ok=True attempts=1 fallback=False
[role] 解颅 -> non-core | ok=True attempts=1 fallback=False
[role] 五迟 -> non-core | ok=True attempts=1 fallback=False
[role] 五软 -> non-core | ok=True attempts=1 fallback=False
[role] 气血虚衰 -> non-core | ok=True attempts=1 fallback=False
[role] 头发 -> non-core | ok=True attempts=1 fallback=False
