Aggr started. input=D:\tree-KG\TreeKG-main\src\output\中医文化学\02_hidden_kg\conv_entities.json, output=D:\tree-KG\TreeKG-main\src\output\中医文化学\02_hidden_kg\aggr_entities.json, log=D:\tree-KG\TreeKG-main\src\output\中医文化学\02_hidden_kg\logs\aggr.log
===== [Stage 1] 角色判定（并发=10）=====
[role] 广义文化 -> core | ok=True attempts=1 fallback=False
[role] 易学 -> core | ok=True attempts=1 fallback=False
[role] 义理派 -> core | ok=True attempts=1 fallback=False
[role] 纳甲 -> core | ok=True attempts=1 fallback=False
[role] 爻辰 -> non-core | ok=True attempts=1 fallback=False
[role] 象数派 -> core | ok=True attempts=1 fallback=False
[role] 玄学义理派 -> core | ok=True attempts=1 fallback=False
[role] 图书之学 -> core | ok=True attempts=1 fallback=False
[role] 宋易 -> core | ok=True attempts=1 fallback=False
[role] 爻性 -> non-core | ok=True attempts=1 fallback=False
[role] 卦象 -> core | ok=True attempts=1 fallback=False
[role] 佛易糅合派 -> core | ok=True attempts=1 fallback=False
[role] 汉易 -> core | ok=True attempts=1 fallback=False
[role] 爻位 -> core | ok=True attempts=1 fallback=False
[role] 爻象 -> core | ok=True attempts=1 fallback=False
[role] 爻数 -> non-core | ok=True attempts=1 fallback=False
[role] 易数 -> core | ok=True attempts=1 fallback=False
[role] 乾坤策数 -> non-core | ok=True attempts=1 fallback=False
[role] 大衍之数 -> core | ok=True attempts=1 fallback=False
[role] 天地之数 -> core | ok=True attempts=1 fallback=False
[role] 河图洛书之数 -> core | ok=True attempts=1 fallback=False
[role] 五行生成数之十数图 -> non-core | ok=True attempts=1 fallback=False
[role] 数在象先 -> core | ok=True attempts=1 fallback=False
[role] 象在数先 -> core | ok=True attempts=1 fallback=False
[role] 河图洛书 -> core | ok=True attempts=1 fallback=False
[role] 卦数 -> non-core | ok=True attempts=1 fallback=False
[role] 生数 -> non-core | ok=True attempts=1 fallback=False
[role] 九宫九数图 -> core | ok=True attempts=1 fallback=False
[role] 成数 -> non-core | ok=True attempts=1 fallback=False
[role] 易先天图 -> non-core | ok=True attempts=1 fallback=False
[role] 天地之数五十有五 -> non-core | ok=True attempts=1 fallback=False
[role] 左阴右阳 -> non-core | ok=True attempts=1 fallback=False
[role] 天地自然河图 -> non-core | ok=True attempts=1 fallback=False
[role] 太极图 -> core | ok=True attempts=1 fallback=False
[role] 古太极图 -> core | ok=True attempts=1 fallback=False
[role] 九宫八卦图 -> core | ok=True attempts=1 fallback=False
[role] 后天八卦方位 -> core | ok=True attempts=1 fallback=False
[role] 阴阳鱼 -> non-core | ok=True attempts=1 fallback=False
[role] 张行成 -> non-core | ok=True attempts=1 fallback=False
[role] 赵㧑谦 -> non-core | ok=True attempts=1 fallback=False
[role] 先天六十四卦 -> core | ok=True attempts=1 fallback=False
[role] 元气 -> core | ok=True attempts=1 fallback=False
[role] 赵仲全 -> non-core | ok=True attempts=1 fallback=False
[role] 章潢 -> non-core | ok=True attempts=1 fallback=False
[role] 阳 -> core | ok=True attempts=1 fallback=False
[role] 《翼玄》 -> core | ok=True attempts=1 fallback=False
[role] 先天八卦 -> core | ok=True attempts=1 fallback=False
[role] 气一元论 -> core | ok=True attempts=1 fallback=False
[role] 太阴 -> core | ok=True attempts=1 fallback=False
[role] 阴 -> core | ok=True attempts=1 fallback=False
[role] 阴阳转化 -> core | ok=True attempts=1 fallback=False
[role] 乾 -> core | ok=True attempts=1 fallback=False
[role] 震 -> core | ok=True attempts=1 fallback=False
[role] 太阳 -> core | ok=True attempts=1 fallback=False
[role] 少阳 -> core | ok=True attempts=1 fallback=False
[role] 离 -> non-core | ok=True attempts=1 fallback=False
[role] 少阴 -> core | ok=True attempts=1 fallback=False
[role] 艮 -> core | ok=True attempts=1 fallback=False
[role] 巽 -> core | ok=True attempts=1 fallback=False
[role] 坤 -> core | ok=True attempts=1 fallback=False
[role] 坎 -> core | ok=True attempts=1 fallback=False
[role] 三才 -> core | ok=True attempts=1 fallback=False
[role] 大衍之数五十 -> non-core | ok=True attempts=1 fallback=False
[role] 乾策 -> non-core | ok=True attempts=1 fallback=False
[role] 二篇总策 -> non-core | ok=True attempts=1 fallback=False
[role] 兑 -> core | ok=True attempts=1 fallback=False
[role] 坤策 -> non-core | ok=True attempts=1 fallback=False
[role] 大衍预测之法 -> core | ok=True attempts=1 fallback=False
[role] 万物之数 -> non-core | ok=True attempts=1 fallback=False
[role] 阴阳爻 -> core | ok=True attempts=1 fallback=False
[role] 宇宙生成论 -> core | ok=True attempts=1 fallback=False
[role] 象数对应关系 -> core | ok=True attempts=1 fallback=False
[role] 变易 -> core | ok=True attempts=1 fallback=False
[role] 卦变 -> core | ok=True attempts=1 fallback=False
[role] 物极必反 -> core | ok=True attempts=1 fallback=False
[role] 消长盈虚 -> core | ok=True attempts=1 fallback=False
[role] 动静相依 -> core | ok=True attempts=1 fallback=False
[role] 乾坤 -> core | ok=True attempts=1 fallback=False
[role] 潜龙 -> non-core | ok=True attempts=1 fallback=False
[role] 乾卦 -> core | ok=True attempts=1 fallback=False
[role] 剥复 -> non-core | ok=True attempts=1 fallback=False
[role] 亢龙 -> non-core | ok=True attempts=1 fallback=False
[role] 反复其道 -> core | ok=True attempts=1 fallback=False
[role] 十二辟卦 -> core | ok=True attempts=1 fallback=False
[role] 泰否 -> core | ok=True attempts=1 fallback=False
[role] 适时 -> core | ok=True attempts=1 fallback=False
[role] 时 -> core | ok=True attempts=1 fallback=False
[role] 位 -> core | ok=True attempts=1 fallback=False
[role] 后天八卦 -> core | ok=True attempts=1 fallback=False
[role] 偕时 -> core | ok=True attempts=1 fallback=False
[role] 时位思想 -> core | ok=True attempts=1 fallback=False
[role] 位不当 -> non-core | ok=True attempts=1 fallback=False
[role] 顺时 -> core | ok=True attempts=1 fallback=False
[role] 四时不忒 -> non-core | ok=True attempts=1 fallback=False
[role] 归妹 -> non-core | ok=True attempts=1 fallback=False
[role] 失时之患 -> core | ok=True attempts=1 fallback=False
[role] 大过 -> non-core | ok=True attempts=1 fallback=False
[role] 得中 -> core | ok=True attempts=1 fallback=False
[role] 小过 -> non-core | ok=True attempts=1 fallback=False
[role] 中和 -> core | ok=True attempts=1 fallback=False
[role] 《易经》占筮 -> core | ok=True attempts=1 fallback=False
[role] 栋隆 -> non-core | ok=True attempts=1 fallback=False
[role] 设卦观象系辞 -> non-core | ok=True attempts=1 fallback=False
[role] 栋桡 -> non-core | ok=True attempts=1 fallback=False
[role] 趋吉避凶 -> core | ok=True attempts=1 fallback=False
[role] 忧患意识 -> core | ok=True attempts=1 fallback=False
[role] 终日乾乾，夕惕若 -> non-core | ok=True attempts=1 fallback=False
[role] 适时而变 -> core | ok=True attempts=1 fallback=False
[role] 《小过》九三 -> non-core | ok=True attempts=1 fallback=False
[role] 天人合德 -> core | ok=True attempts=1 fallback=False
[role] 《乾》九三 -> non-core | ok=True attempts=1 fallback=False
[role] 无妄 -> non-core | ok=True attempts=1 fallback=False
[role] 有孚 -> non-core | ok=True attempts=1 fallback=False
[role] 与天地合其德 -> non-core | ok=True attempts=1 fallback=False
[role] 过防 -> non-core | ok=True attempts=1 fallback=False
[role] 吉 -> non-core | ok=True attempts=1 fallback=False
[role] 利 -> non-core | ok=True attempts=1 fallback=False
[role] 无咎 -> non-core | ok=True attempts=1 fallback=False
[role] 凶 -> non-core | ok=True attempts=1 fallback=False
[role] 吝 -> non-core | ok=True attempts=1 fallback=False
[role] 厉 -> non-core | ok=True attempts=1 fallback=False
[role] 孚 -> core | ok=True attempts=1 fallback=False
[role] 帛书《周易·易传·要》 -> core | ok=True attempts=1 fallback=False
[role] 祝卜 -> non-core | ok=True attempts=1 fallback=False
[role] 《象传》 -> core | ok=True attempts=1 fallback=False
[role] 《文言传》 -> core | ok=True attempts=1 fallback=False
[role] 天行健，君子以自强不息 -> non-core | ok=True attempts=1 fallback=False
[role] 地势坤，君子以厚德载物 -> non-core | ok=True attempts=1 fallback=False
[role] 德义 -> core | ok=True attempts=1 fallback=False
[role] 作事谋始 -> non-core | ok=True attempts=1 fallback=False
[role] 果行育德 -> non-core | ok=True attempts=1 fallback=False
[role] 元亨利贞 -> non-core | ok=True attempts=1 fallback=False
[role] 《系辞传》 -> core | ok=True attempts=1 fallback=False
[role] 义之和 -> non-core | ok=True attempts=1 fallback=False
[role] 善之长 -> non-core | ok=True attempts=1 fallback=False
[role] 事之干 -> non-core | ok=True attempts=1 fallback=False
[role] 嘉之会 -> non-core | ok=True attempts=1 fallback=False
[role] 《节》卦初九爻辞 -> non-core | ok=True attempts=1 fallback=False
[role] 四德 -> core | ok=True attempts=1 fallback=False
[role] 慎密 -> non-core | ok=True attempts=1 fallback=False
[role] 德之柄 -> non-core | ok=True attempts=1 fallback=False
[role] 《复》 -> non-core | ok=True attempts=1 fallback=False
[role] 《谦》 -> core | ok=True attempts=1 fallback=False
[role] 《大学》 -> core | ok=True attempts=1 fallback=False
[role] 德之本 -> core | ok=True attempts=1 fallback=False
[role] 德之基 -> core | ok=True attempts=1 fallback=False
[role] 洛书 -> core | ok=True attempts=1 fallback=False
[role] 自天子以至于庶人，壹是皆以修身为本 -> non-core | ok=True attempts=1 fallback=False
[role] 《履》 -> core | ok=True attempts=1 fallback=False
[role] 现象 -> core | ok=True attempts=1 fallback=False
[role] 中医藏象学说 -> core | ok=True attempts=1 fallback=False
[role] 兑卦 -> non-core | ok=True attempts=1 fallback=False
[role] 河图 -> core | ok=True attempts=1 fallback=False
[role] 左肝右肺 -> non-core | ok=True attempts=1 fallback=False
[role] 爻卦之数 -> core | ok=True attempts=1 fallback=False
[role] 太极之数 -> non-core | ok=True attempts=1 fallback=False
[role] 震卦 -> core | ok=True attempts=1 fallback=False
[role] 河洛之数 -> core | ok=True attempts=1 fallback=False
[role] 河图五行生成数 -> core | ok=True attempts=1 fallback=False
[role] 河图成数 -> non-core | ok=True attempts=1 fallback=False
[role] 洛书九宫数 -> non-core | ok=True attempts=1 fallback=False
[role] 易学辩证法 -> core | ok=True attempts=1 fallback=False
[role] 五脏之数 -> non-core | ok=True attempts=1 fallback=False
[role] 阴阳对立统一 -> core | ok=True attempts=1 fallback=False
[role] 事物永恒运动变化 -> core | ok=True attempts=1 fallback=False
[role] 中医阴阳学说 -> core | ok=True attempts=1 fallback=False
[role] 对立统一观 -> core | ok=True attempts=1 fallback=False
[role] 量变质变规律 -> core | ok=True attempts=1 fallback=False
[role] 表里 -> core | ok=True attempts=1 fallback=False
[role] 刚与柔 -> core | ok=True attempts=1 fallback=False
[role] 八纲辨证法 -> core | ok=True attempts=1 fallback=False
[role] 阴病治阳 -> core | ok=True attempts=1 fallback=False
[role] 乾与坤 -> core | ok=True attempts=1 fallback=False
[role] 中医气化学说 -> core | ok=True attempts=1 fallback=False
[role] 物之生从于化 -> core | ok=True attempts=1 fallback=False
[role] 阳病治阴 -> core | ok=True attempts=1 fallback=False
[role] 物之极由乎变 -> core | ok=True attempts=1 fallback=False
[role] 八卦学说 -> core | ok=True attempts=1 fallback=False
[role] 气机升降学说 -> core | ok=True attempts=1 fallback=False
[role] 整体观 -> core | ok=True attempts=1 fallback=False
[role] 阴阳交感 -> core | ok=True attempts=1 fallback=False
[role] 三才之道 -> core | ok=True attempts=1 fallback=False
[role] 卦爻符号 -> core | ok=True attempts=1 fallback=False
[role] 寒暑相临 -> non-core | ok=True attempts=1 fallback=False
[role] 人神之通应 -> non-core | ok=True attempts=1 fallback=False
[role] 气相得则和 -> core | ok=True attempts=1 fallback=False
[role] 不相得则病 -> non-core | ok=True attempts=1 fallback=False
[role] 天地之大纪 -> non-core | ok=True attempts=1 fallback=False
[role] 上下相遘 -> non-core | ok=True attempts=1 fallback=False
[role] 天人一体 -> core | ok=True attempts=1 fallback=False
[role] 平为期 -> non-core | ok=True attempts=1 fallback=False
[role] 阴胜阳病 -> non-core | ok=True attempts=1 fallback=False
[role] 阴平阳秘 -> core | ok=True attempts=1 fallback=False
[role] 中和思想 -> core | ok=True attempts=1 fallback=False
[role] 阴阳理论 -> core | ok=True attempts=1 fallback=False
[role] 时间医学 -> core | ok=True attempts=1 fallback=False
[role] 时位 -> core | ok=True attempts=1 fallback=False
[role] 五运六气 -> core | ok=True attempts=1 fallback=False
[role] 九宫八风 -> core | ok=True attempts=1 fallback=False
[role] 刚柔相推 -> non-core | ok=True attempts=1 fallback=False
[role] 一阴一阳之谓道 -> core | ok=True attempts=1 fallback=False
[role] 阴阳对立制约 -> core | ok=True attempts=1 fallback=False
[role] 相互转化 -> core | ok=True attempts=1 fallback=False
[role] 察色按脉，先别阴阳 -> core | ok=True attempts=1 fallback=False
[role] 消长平衡 -> core | ok=True attempts=1 fallback=False
[role] 阴阳二维模型 -> core | ok=True attempts=1 fallback=False
[role] 八卦图 -> core | ok=True attempts=1 fallback=False
[role] 背为阳，腹为阴 -> core | ok=True attempts=1 fallback=False
[role] 藏象理论 -> core | ok=True attempts=1 fallback=False
[role] 五运六气理论 -> core | ok=True attempts=1 fallback=False
[role] 六经辨证体系 -> core | ok=True attempts=1 fallback=False
[role] 六经 -> core | ok=True attempts=1 fallback=False
[role] 开合枢 -> core | ok=True attempts=1 fallback=False
[role] 木火土金水 -> core | ok=True attempts=1 fallback=False
[role] 《说卦传》 -> non-core | ok=True attempts=1 fallback=False
[role] 否卦 -> non-core | ok=True attempts=1 fallback=False
[role] 寒凉治法 -> core | ok=True attempts=1 fallback=False
[role] 泰卦 -> non-core | ok=True attempts=1 fallback=False
[role] 寒暑燥湿风火 -> core | ok=True attempts=1 fallback=False
[role] 甲子纪年 -> non-core | ok=True attempts=1 fallback=False
[role] 五体 -> core | ok=True attempts=1 fallback=False
[role] 火热病机 -> core | ok=True attempts=1 fallback=False
[role] 四时五行藏象 -> core | ok=True attempts=1 fallback=False
[role] 水善火恶 -> non-core | ok=True attempts=1 fallback=False
[role] 伤寒内热病理 -> non-core | ok=True attempts=1 fallback=False
[role] 补中益气汤 -> non-core | ok=True attempts=1 fallback=False
[role] 胆气升发 -> non-core | ok=True attempts=1 fallback=False
[role] 朱丹溪 -> non-core | ok=True attempts=1 fallback=False
[role] 太极动而生阳 -> non-core | ok=True attempts=1 fallback=False
[role] 孙一奎 -> non-core | ok=True attempts=1 fallback=False
[role] 坤土资生之理 -> core | ok=True attempts=1 fallback=False
[role] 脾胃论 -> core | ok=True attempts=1 fallback=False
[role] 《系辞》 -> core | ok=True attempts=1 fallback=False
[role] 李东垣 -> core | ok=True attempts=1 fallback=False
[role] 相火妄动 -> core | ok=True attempts=1 fallback=False
[role] 赵献可 -> non-core | ok=True attempts=1 fallback=False
[role] 张介宾 -> non-core | ok=True attempts=1 fallback=False
[role] 乾金之象 -> non-core | ok=True attempts=1 fallback=False
[role] 右归丸 -> non-core | ok=True attempts=1 fallback=False
[role] 太极命门学说 -> core | ok=True attempts=1 fallback=False
[role] 易学太极理论 -> core | ok=True attempts=1 fallback=False
[role] 水火命门 -> non-core | ok=True attempts=1 fallback=False
[role] 动气命门 -> non-core | ok=True attempts=1 fallback=False
